"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","1995",7.7076850527479,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","1996",9.0454309367184,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","1997",9.49188652840768,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","1998",8.70754147415809,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","1999",8.39719981726225,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2000",9.19516770266524,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2001",9.56902897677842,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2002",9.66739032943129,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2003",9.94383593192636,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2004",10.9503241482064,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2005",12.5030526614629,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2006",14.458879322927,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2007",15.6005719141407,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2008",16.9749827016931,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2009",11.9699857610097,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2010",13.5762507297335,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2011",15.4680067601598,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2012",16.0913711326959,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2013",18.2321241332052,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2014",20.0054682452576,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2015",18.0300451818283,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2016",15.2754094393443,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1993",23.2462078175323,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1994",24.5951471891851,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1995",26.7397699895283,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1996",27.8520014937326,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1997",29.1775230266763,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1998",28.960790952901,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","1999",27.1719308212149,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2000",32.1559911508662,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.4360561697363,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2002",28.5802849932838,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2003",29.7767640156921,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2004",33.2613784169595,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2005",33.0417282278992,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2006",35.0254549142976,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2007",36.4823455972789,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2008",47.8744672251696,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2009",40.9482674584271,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2010",44.2958595844342,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2011",52.2285816810148,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2012",51.3642764025061,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2013",46.6600338441855,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2014",42.7830210318588,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2015",36.142932861381,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2016",33.4711585544775,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1993",79.6989822146547,"E"
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1994",80.7696234364704,"E"
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1995",82.1398289305673,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1996",83.9078991486428,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1997",94.7352593915052,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1998",106.711552598942,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","1999",108.387312264409,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2000",123.466058655983,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2001",123.904985746213,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2002",116.878536676513,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2003",115.200824506383,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2004",128.172657282344,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2005",136.096565420312,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2006",144.35137138073,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2007",149.616848236193,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2008",156.449947612789,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2009",131.903299599581,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2010",141.638310219581,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2011",145.459951183197,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2012",155.417714801349,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2013",158.613356771548,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2014",180.197084141687,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2015",187.165425340177,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2016",177.626808700195,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1993",15.5466135375702,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1994",17.3271134686379,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1995",22.1718259021634,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1996",24.4141851124452,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1997",24.4444313377596,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1998",26.4016888577762,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","1999",25.9853213927583,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2000",27.0259648121425,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2001",24.4993518433345,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2002",24.1454248345598,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2003",25.8452487673265,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2004",27.6458412865828,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2005",27.7055817247764,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2006",28.7675627660942,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2007",29.2680434902208,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2008",30.0755351025349,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2009",28.812770431946,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2010",31.0626537159835,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2011",32.4329707398903,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2012",33.5016780596676,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2013",32.4592236648864,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2014",33.0710346706745,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2015",36.6029836070363,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2016",39.0373053909504,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1993",46.3290407352261,"E"
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1994",48.2150839215984,"E"
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1995",50.5976385765915,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1996",51.3445048966268,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1997",53.980804560949,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1998",53.2116816089476,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","1999",54.496863817441,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2000",59.4886804850367,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2001",56.740357059108,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2002",53.3089753899632,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2003",52.6358690353152,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2004",54.9343833012776,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2005",57.1745724591247,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2006",59.5910330410267,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2007",61.6824135536282,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2008",61.2662585483886,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2009",54.6525361611415,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2010",61.718401657105,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2011",66.9687049767897,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2012",69.765041365094,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2013",69.6688535163968,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2014",69.4758472809578,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2015",75.1576793312541,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2016",69.3234999724707,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1993",26.987923277291,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1994",28.1180468689463,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1995",27.5208861548693,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1996",26.7672921138268,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1997",26.9264895291704,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1998",28.2786961975549,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","1999",30.4506795962165,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2000",32.7714683867522,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2001",31.8027845111567,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2002",29.8089228515842,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2003",28.0750439440285,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2004",29.2561416675833,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2005",29.7335780086782,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2006",29.9758296922934,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2007",29.1241196240875,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2008",32.2914908876139,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2009",26.4152108790315,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2010",27.9586009642083,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2011",28.8081162301161,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2012",28.1571205295578,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2013",27.2122173092872,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2014",27.1571193816629,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2015",26.8838119488848,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2016",25.6694084056985,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1993",30.8908113163432,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1994",31.3911615916758,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1995",31.1428891809896,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1996",31.1781293141375,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1997",32.5053007867945,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1998",35.1146600090442,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","1999",31.4039230806304,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2000",28.9192540485098,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2001",28.3171578962172,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2002",27.2372785591015,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2003",26.9226544159214,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2004",27.9178584648518,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2005",27.4110333384087,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2006",27.7112885927419,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2007",29.8857573463741,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2008",28.9726476646376,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2009",27.8191182059897,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2010",28.4897157183215,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2011",28.3994280768709,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2012",27.5349664800191,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2013",28.3494463445193,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2014",29.6669271087049,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2015",32.0573495227516,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2016",33.480388929128,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1993",19.7643541877736,"E"
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1994",19.3445937306807,"E"
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1995",20.7178770058285,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1996",23.3809421111583,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1997",27.1145317884069,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1998",30.678469483723,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","1999",29.8970572727529,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2000",33.5616585055031,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.8453871539308,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2002",32.1661991221512,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2003",36.0460085349852,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2004",36.9483485556158,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2005",35.6654413138098,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2006",39.9277445165753,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2007",42.0976272293931,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2008",42.8976651999163,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2009",38.0416571624711,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2010",42.053195949901,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2011",44.5195503770685,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2012",44.8838700768676,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2013",44.3720332308324,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2014",46.1280028830002,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2015",46.4045131685,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2016",48.1572126450986,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1993",30.575084887594,"E"
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1994",32.0437940800984,"E"
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1995",33.1447402882201,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1996",33.6613401675442,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1997",35.1508067548668,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1998",36.4992716296598,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","1999",36.8323550925286,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2000",39.2483773924343,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2001",37.6546290635856,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2002",35.2348971843795,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2003",33.7717555904736,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2004",35.5375421117759,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2005",35.8603370144983,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2006",38.1896486771007,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2007",38.7519330104618,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2008",40.8146638437736,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2009",34.1989508086976,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2010",37.7139865308418,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2011",38.644682399142,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2012",38.2728240456527,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2013",38.5079296469449,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2014",40.0663398736754,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2015",39.8757789350306,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2016",39.0634059895101,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1993",59.741604417363,"E"
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1994",53.0477708034655,"E"
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1995",54.6255176117499,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1996",62.5252724862607,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1997",63.9790275731084,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1998",56.5532269802785,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","1999",51.1361711384585,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2000",55.582946714967,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2001",64.5611061177352,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2002",63.4033914196547,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2003",62.8133300938213,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2004",70.6040525429178,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2005",75.4260021221074,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2006",83.3864331854633,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2007",82.9486915133953,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2008",81.9228612507959,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2009",68.2045729281013,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2010",77.5181594732214,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2011",84.2031743041664,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2012",85.4097332252398,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2013",87.9009418585094,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2014",86.6844765121251,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2015",88.9375197668065,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2016",90.7634947010665,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1993",19.2410064750837,"E"
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1994",21.3333433583685,"E"
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1995",22.9482748139335,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1996",23.2128584657085,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1997",25.4964681051018,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1998",26.5595070441534,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","1999",28.2849579418622,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2000",31.5189758138831,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2001",30.1355363035009,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2002",28.5451843234359,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2003",27.834782977217,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2004",29.1121978690701,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2005",29.783028542406,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2006",30.9358323130671,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2007",31.7628649449253,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2008",30.3594008693685,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2009",23.933180152302,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2010",26.9765612109155,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2011",29.2582088303504,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2012",29.390097362135,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2013",29.033721828239,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2014",30.3830421311466,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2015",30.586122736848,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2016",29.8925339366516,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1993",27.724689155542,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1994",30.24332526229,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1995",31.476426402094,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1996",30.5096415212576,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1997",32.876725041995,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1998",34.3193963505124,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","1999",34.7869325332723,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2000",38.2190734717217,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2001",37.6675449559078,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2002",35.9715602601049,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2003",34.9198886945354,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2004",35.9005071737132,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2005",38.7359970795797,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2006",40.7079804771039,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2007",41.5518218655185,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2008",43.4772275092146,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2009",38.0548772330147,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2010",39.5695242391316,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2011",40.5198362082725,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2012",40.2547256461647,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2013",38.2888561427337,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2014",39.6673704457852,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2015",39.957046992468,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2016",39.6291668167222,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1993",37.0492549658984,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1994",36.2491441419338,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1995",36.4136498708636,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1996",37.929311826811,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1997",42.1313133232483,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1998",42.1644851682746,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","1999",42.6628088945821,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2000",45.9876943179246,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2001",45.2743614382387,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2002",42.2160470939331,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2003",41.4214581813301,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2004",42.5215139555185,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2005",46.5393424785967,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2006",48.0266670317192,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2007",50.0072114059626,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2008",52.1182313944141,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2009",49.6997121846316,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2010",53.2865075954113,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2011",57.0306712990823,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2012",56.6487537982688,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2013",59.8716088217041,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2014",52.5864049101538,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2015",50.5140471244433,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2016",54.2279686721241,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1993",13.676081935796,"E"
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1994",14.4116882450593,"E"
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1995",17.2166520080428,"E"
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1996",19.6739889366696,"E"
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1997",21.4853375212095,"E"
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1998",19.7291808847629,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","1999",18.854009682656,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2000",22.4732380177733,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2001",22.6895331475684,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2002",22.8772750070443,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2003",23.2189198517849,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2004",25.2010849483799,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2005",24.2660895176542,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2006",26.368037134306,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2007",25.961291082517,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2008",26.9819630268444,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2009",23.416867831249,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2010",25.5003319322519,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2011",30.3104743940847,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2012",28.4699271087686,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2013",28.7342893072763,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2014",28.5607594695458,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2015",26.5572662567277,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2016",25.2446771141555,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","1993",24.9247305550035,"E"
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","1994",25.8170019452986,"E"
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","1995",25.2825931998843,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","1996",25.9826177052505,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","1997",25.0520589949437,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","1998",24.7867768528685,
